inci_name,kor_name,eng_name,cosing_functions,status,cosmetic_restriction,other_restrictions
ROSA CANINA SEED POWDER,로즈힙씨가루,Rosa Canina Seed Powder,ABRASIVE;KERATOLYTIC;SKIN CONDITIONING,Active,,ban substances that deplete the ozone layer
ROSA CANINA FLOWER EXTRACT,로즈힙꽃추출물,Rosa Canina Flower Extract,ASTRINGENT,Active,,
ROSA CANINA FLOWER,로즈힙꽃,Rosa Canina Flower,FRAGRANCE,Active,,
LYCIUM CHINENSE FRUIT EXTRACT,구기자추출물,Lycium Chinense Fruit Extract,ANTIOXIDANT,Active,,
COFFEA ROBUSTA SEED EXTRACT,로부스타커피씨추출물,Coffea Robusta Seed Extract,SKIN CONDITIONING,Active,,
LEVISTICUM OFFICINALE OIL,러비지오일,Levisticum Officinale Oil,FRAGRANCE;TONIC,Active,,
RHODIOLA CRENULATA ROOT EXTRACT,로디올라 크레뉼라타뿌리추출물,Rhodiola Crenulata Root Extract,SKIN CONDITIONING - EMOLLIENT,Active,,ban substances that deplete the ozone layer | ban substances that deplete the ozone layer
RHODODENDRON ARBOREUM FLOWER EXTRACT,로도덴드롬 알보레움꽃추출물,Rhododendron Arboreum Flower Extract,SKIN CONDITIONING,Active,,
LIGUSTRUM JAPONICUM FRUIT EXTRACT,광나무열매추출물,Ligustrum Japonicum Fruit Extract,SKIN CONDITIONING,Active,,
RETINYL RETINOATE,레티닐레티노에이트,Retinyl Retinoate,SKIN CONDITIONING,Active,,
RETINOL,레티놀,Retinol,SKIN CONDITIONING - MISCELLANEOUS,Active,III/376,
RAYON,레이온,Rayon,BULKING;VISCOSITY CONTROLLING,Active,,
LECITHIN,레시틴,Lecithin,ANTISTATIC;SKIN CONDITIONING - EMOLLIENT;SURFACTANT - EMULSIFYING;SKIN CONDITIONING,Active,,ban substances that deplete the ozone layer
ONONIS SPINOSA ROOT EXTRACT,레스트해로우뿌리추출물,Ononis Spinosa Root Extract,ANTI-SEBUM;SOOTHING,Active,,ban substances that deplete the ozone layer
MELISSA OFFICINALIS LEAF OIL,레몬밤잎오일,Melissa Officinalis Leaf Oil,FRAGRANCE;TONIC;PERFUMING,Active,,ban substances that deplete the ozone layer
MELISSA OFFICINALIS LEAF POWDER,레몬밤잎가루,Melissa Officinalis Leaf Powder,SKIN CONDITIONING,Active,,
CYMBOPOGON SCHOENANTHUS LEAF EXTRACT,카멜그라스잎추출물,Cymbopogon Schoenanthus Leaf Extract,SKIN CONDITIONING,Active,,ban substances that deplete the ozone layer
CYMBOPOGON SCHOENANTHUS LEAF/STEM EXTRACT,카멜그라스잎/줄기추출물,Cymbopogon Schoenanthus Leaf/Stem Extract,SKIN CONDITIONING,Active,,
CYMBOPOGON SCHOENANTHUS LEAF,카멜그라스잎,Cymbopogon Schoenanthus Leaf,FRAGRANCE;SKIN CONDITIONING,Active,,
CYMBOPOGON SCHOENANTHUS OIL,카멜그라스오일,Cymbopogon Schoenanthus Oil,FRAGRANCE;TONIC,Active,III/354,
TRICHOSANTHES KIRILOWII ROOT EXTRACT,하늘타리뿌리추출물,Trichosanthes Kirilowii Root Extract,SKIN CONDITIONING - MISCELLANEOUS,Active,,ban substances that deplete the ozone layer
NEPHELIUM LAPPACEUM BRANCH/FRUIT/LEAF EXTRACT,람부탄가지/열매/잎추출물,Nephelium Lappaceum Branch/Fruit/Leaf Extract,SKIN CONDITIONING,Active,,
RHAMNOSE,람노오스,Rhamnose,HUMECTANT;FRAGRANCE,Active,,
LACTIC ACID,락틱애씨드,Lactic Acid,BUFFERING;HUMECTANT;SKIN CONDITIONING,Active,,ban substances that deplete the ozone layer | ban substances that deplete the ozone layer
LACTOFERRIN,락토페린,Lactoferrin,HAIR CONDITIONING;SKIN CONDITIONING,Active,,
LACTOCOCCUS FERMENT EXTRACT,락토코쿠스발효추출물,Lactococcus Ferment Extract,SKIN CONDITIONING,Active,,
DRYOPTERIS FILIX-MAS ROOT EXTRACT,메일펀뿌리추출물,Dryopteris Filix-Mas Root Extract,SKIN CONDITIONING,Active,,ban substances that deplete the ozone layer
LACTOCOCCUS FERMENT LYSATE,락토코쿠스발효용해물,Lactococcus Ferment Lysate,SKIN CONDITIONING,Active,,
LACTOCOCCUS FERMENT,락토코쿠스발효물,Lactococcus Ferment,SKIN CONDITIONING,Active,,
LACTOYL METHYLSILANOL ELASTINATE,락토일메틸실란올엘라스티네이트,Lactoyl Methylsilanol Elastinate,ANTISTATIC;HAIR CONDITIONING;SKIN CONDITIONING,Active,,
LACTOBACILLUS/PUMPKIN FERMENT EXTRACT,락토바실러스/호박발효추출물,Lactobacillus/Pumpkin Ferment Extract,SKIN CONDITIONING,Active,,
LACTOBACILLUS/SOYBEAN EXTRACT FERMENT FILTRATE,락토바실러스/콩추출물발효여과물,Lactobacillus/Soybean Extract Ferment Filtrate,SKIN CONDITIONING,Active,,
LACTOBACILLUS/WHEY FERMENT,락토바실러스/유청발효물,Lactobacillus/Whey Ferment,SKIN CONDITIONING,Active,,ban substances that deplete the ozone layer
LACTOBACILLUS/ERIODICTYON CALIFORNICUM FERMENT EXTRACT,락토바실러스/여바산타발효추출물,Lactobacillus/Eriodictyon Californicum Ferment Extract,SKIN CONDITIONING,Active,,ban substances that deplete the ozone layer
LACTOBACILLUS/ACEROLA CHERRY FERMENT,락토바실러스/아세로라체리발효물,Lactobacillus/Acerola Cherry Ferment,SKIN PROTECTING,Active,,ban substances that deplete the ozone layer
LACTOBACILLUS/WATER HYACINTH FERMENT,락토바실러스/부레옥잠발효물,Lactobacillus/Water Hyacinth Ferment,SKIN PROTECTING,Active,,ban substances that deplete the ozone layer
LACTOBACILLUS/PEAR JUICE FERMENT FILTRATE,락토바실러스/배즙발효여과물,Lactobacillus/Pear Juice Ferment Filtrate,SKIN CONDITIONING,Active,,ban substances that deplete the ozone layer
LACTOBACILLUS FERMENT,락토바실러스발효물,Lactobacillus Ferment,SKIN CONDITIONING,Active,,
LACTOBACILLUS/DATE FRUIT FERMENT EXTRACT,락토바실러스/대추야자열매발효추출물,Lactobacillus/Date Fruit Ferment Extract,HAIR CONDITIONING;HUMECTANT;SKIN CONDITIONING,Active,,
LACTOBACILLUS/BEAN SEED EXTRACT/SODIUM GLUTAMATE FERMENT FILTRATE,락토바실러스/녹두씨추출물/소듐글루타메이트발효여과물,Lactobacillus/Bean Seed Extract/Sodium Glutamate Ferment Filtrate,HAIR CONDITIONING;SKIN CONDITIONING,Active,,ban substances that deplete the ozone layer
LACTOBACILLUS/PHASEOLUS RADIATUS SEED FERMENT FILTRATE,락토바실러스/녹두씨발효여과물,Lactobacillus/Phaseolus Radiatus Seed Ferment Filtrate,SKIN CONDITIONING,Active,,ban substances that deplete the ozone layer
LACTOGLOBULIN,락토글로불린,Lactoglobulin,ANTISTATIC;HAIR CONDITIONING;SKIN CONDITIONING,Active,,ban substances that deplete the ozone layer
TERMINALIA CHEBULA FRUIT EXTRACT,가자열매추출물,Terminalia Chebula Fruit Extract,SKIN CONDITIONING,Active,,
PASSIFLORA EDULIS FRUIT EXTRACT,패션프룻열매추출물,Passiflora Edulis Fruit Extract,SKIN CONDITIONING,Active,,ban substances that deplete the ozone layer
LYSINE PCA,라이신피씨에이,Lysine PCA,ANTISTATIC;HUMECTANT;SKIN CONDITIONING,Active,,
LYSINE COCOATE,라이신코코에이트,Lysine Cocoate,SURFACTANT - CLEANSING,Active,,
LYSINE CARBOXYMETHYL CYSTEINATE,라이신카복시메틸시스테이네이트,Lysine Carboxymethyl Cysteinate,HAIR WAVING OR STRAIGHTENING;SKIN CONDITIONING,Active,,ban substances that deplete the ozone layer
LYSINE THIAZOLIDINE CARBOXYLATE,라이신티아졸리딘카복실레이트,Lysine Thiazolidine Carboxylate,SKIN CONDITIONING - MISCELLANEOUS,Active,,
LYSINE HCL,라이신에이치씨엘,Lysine HCl,HAIR CONDITIONING;SKIN CONDITIONING,Active,,ban substances that deplete the ozone layer | ban substances that deplete the ozone layer
LYSINE DNA,라이신디엔에이,Lysine DNA,SKIN CONDITIONING,Active,,
LYSINE,라이신,Lysine,ANTISTATIC;HAIR CONDITIONING;SKIN CONDITIONING,Active,,
LYSOLECITHIN,라이소레시틴,Lysolecithin,SURFACTANT - EMULSIFYING,Active,,
CHAMAECYPARIS LAWSONIANA WOOD OIL,라우손사이프레스목부오일,Chamaecyparis Lawsoniana Wood Oil,FRAGRANCE;SKIN CONDITIONING,Active,,
LAURYL PEG/PPG-18/18 METHICONE,라우릴피이지/피피지-18/18메티콘,Lauryl PEG/PPG-18/18 Methicone,SKIN CONDITIONING,Active,,
LAURYL PEG-9 POLYDIMETHYLSILOXYETHYL DIMETHICONE,라우릴피이지-9폴리다이메틸실록시에틸다이메티콘,Lauryl PEG-9 Polydimethylsiloxyethyl Dimethicone,HAIR CONDITIONING;SKIN CONDITIONING;SURFACTANT - CLEANSING,Active,,
PASSIFLORA EDULIS FLOWER EXTRACT,패션프룻꽃추출물,Passiflora Edulis Flower Extract,SKIN CONDITIONING,Active,,ban substances that deplete the ozone layer
LAURYL POLYGLYCERYL-3 POLYDIMETHYLSILOXYETHYL DIMETHICONE,라우릴폴리글리세릴-3폴리다이메틸실록시에틸다이메티콘,Lauryl Polyglyceryl-3 Polydimethylsiloxyethyl Dimethicone,HAIR CONDITIONING;SKIN CONDITIONING;SURFACTANT - CLEANSING,Active,,
LAURYL POLYGLYCERYL-6 CETEARYL GLYCOL ETHER,라우릴폴리글리세릴-6세테아릴글라이콜에터,Lauryl Polyglyceryl-6 Cetearyl Glycol Ether,SURFACTANT - EMULSIFYING;SKIN CONDITIONING,Active,,
LAURYL METHACRYLATE/GLYCOL DIMETHACRYLATE CROSSPOLYMER,라우릴메타크릴레이트/글라이콜다이메타크릴레이트크로스폴리머,Lauryl Methacrylate/Glycol Dimethacrylate Crosspolymer,FILM FORMING;HAIR FIXING,Active,,
